Breed	iDog_ID	iDog_Ref	Alt_Names	Country_of_Origin	AKC	CKC	UKC	FCI
Skye Terrier	CB222	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=222	Skye Terrier|Skye Terrier	United Kingdom (Scotland)	http://akc.org/dog-breeds/skye-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Skye-Terrier	https://www.ukcdogs.com/skye-terrier	http://www.fci.be/en/nomenclature/SKYE-TERRIER-75.html
Sloughi	CB223	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=223	Sloughi|Berber Greyhound|Sloughi Moghrebi	Morocco	http://akc.org/dog-breeds/sloughi		https://www.ukcdogs.com/sloughi	http://www.fci.be/en/nomenclature/SLOUGHI-188.html
Slovensky Cuvac	CB224	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=224	Slovensky Cuvac|Slovak Cuvac|Slovak Chuvach|Tatransky Cuvac|Slovak tschuvatsch	Slovakia	http://akc.org/dog-breeds/slovensky-cuvac		https://www.ukcdogs.com/slovac-cuvac	http://www.fci.be/en/nomenclature/SLOVAKIAN-CHUVACH-142.html
Slovensky Kopov	CB225	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=225	Slovensky Kopov|Slovak Hound|Black Forest Hound	Slovakia	http://akc.org/dog-breeds/slovensky-kopov		https://www.ukcdogs.com/black-forest-hound-slovakian-hound	http://www.fci.be/en/nomenclature/SLOVAKIAN-HOUND-244.html
Small Munsterlander Pointer	CB226	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=226	Small Munsterlander Pointer|Small Munsterlander Pointer		http://akc.org/dog-breeds/small-munsterlander-pointer		https://www.ukcdogs.com/small-munsterlander	
Smooth Fox Terrier	CB227	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=227	Smooth Fox Terrier|Smooth Fox Terrier	United Kingdom (England)	http://akc.org/dog-breeds/smooth-fox-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Fox-Terrier-Smooth	https://www.ukcdogs.com/smooth-fox-terrier	http://www.fci.be/en/nomenclature/FOX-TERRIER-SMOOTH-12.html
Soft Coated Wheaten Terrier	CB228	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=228	"Wheaten|Wheatie|Irish Soft-Coated Wheaten Terrier and variant spellings: ""Soft Coated"" and ""Softcoated"""	Ireland	http://akc.org/dog-breeds/soft-coated-wheaten-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Soft-coated-Wheaten-Terrier	https://www.ukcdogs.com/soft-coated-wheaten-terrier	http://www.fci.be/en/nomenclature/IRISH-SOFT-COATED-WHEATEN-TERRIER-40.html
Spanish Mastiff	CB229	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=229	Spanish Mastiff|Spanish mastiff|Mastín español de campo y trabajo|Mastín ganadero|Mastín Leonés|Mastín Extremeño	Spain	http://akc.org/dog-breeds/spanish-mastiff		https://www.ukcdogs.com/spanish-mastiff	http://www.fci.be/en/nomenclature/SPANISH-MASTIFF-91.html
Spanish Water Dog	CB230	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=230	Spanish Water Dog|Perro de agua Español	Spain	http://akc.org/dog-breeds/spanish-water-dog	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Sporting-Dogs/Spanish-Water-Dog	https://www.ukcdogs.com/spanish-water-dog	http://www.fci.be/en/nomenclature/SPANISH-WATER-DOG-336.html
Spinone Italiano	CB231	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=231	Spinone|Spinone|Italian Spinone|Italian Griffon|Italian Wire-haired Pointer|Italian Coarsehaired Pointer	Italy	http://akc.org/dog-breeds/spinone-italiano	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Sporting-Dogs/Spinone-Italiano	https://www.ukcdogs.com/spinone-italiano	http://www.fci.be/en/nomenclature/ITALIAN-SPINONE-165.html
St. Bernard	CB232	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=232	Saint|St. Bernhardshund|Bernhardiner|Alpine Mastiff (archaic)	Italy, Switzerland	http://www.akc.org/dog-breeds/st-bernard/		https://www.ukcdogs.com/saint-bernard	http://www.fci.be/en/nomenclature/ST-BERNARD-61.html
Stabyhoun	CB233	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=233	Staby|Stabij|Beike|Stabijhoun|Fryske Stabij	Netherlands	http://akc.org/dog-breeds/stabyhoun		https://www.ukcdogs.com/stabyhoun	http://www.fci.be/en/nomenclature/STABIJHOUN-222.html
Staffordshire Bull Terrier	CB234	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=234	Staffy|Nanny Dog|Staffordshire Bull Terrier	United Kingdom (England)	http://akc.org/dog-breeds/staffordshire-bull-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Staffordshire-Bull-Terrier	https://www.ukcdogs.com/staffordshire-bull-terrier	http://www.fci.be/en/nomenclature/STAFFORDSHIRE-BULL-TERRIER-76.html
Standard Schnauzer	CB235	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=235	Standard Schnauzer|Mittelschnauzer|Schnauzer|Wirehair Pinscher (obsolete)	Germany	http://akc.org/dog-breeds/standard-schnauzer	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Working-Dogs/Schnauzer-Standard	https://www.ukcdogs.com/standard-schnauzer	
Sussex Spaniel	CB236	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=236	Sussex|Sussex Spaniel	United Kingdom (England)	http://akc.org/dog-breeds/sussex-spaniel	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Sporting-Dogs/Spaniel-Sussex	https://www.ukcdogs.com/sussex-spaniel	http://www.fci.be/en/nomenclature/SUSSEX-SPANIEL-127.html
Swedish Lapphund	CB237	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=237	Swedish Lapphund|Swedish Lapphund	Sweden	http://akc.org/dog-breeds/swedish-lapphund		https://www.ukcdogs.com/swedish-lapphund	http://www.fci.be/en/nomenclature/SWEDISH-LAPPHUND-135.html
Swedish Vallhund	CB238	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=238	Swedish Vallhund|Swedish cattle dog|Swedish Shepherd|Västgötaspets	Sweden	http://akc.org/dog-breeds/swedish-vallhund	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Herding-Dogs/Swedish-Vallhund	https://www.ukcdogs.com/swedish-vallhund	http://www.fci.be/en/nomenclature/SWEDISH-VALLHUND-14.html
Taiwan Dog	CB239	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=239	Taiwan Dog|Formosan Mountain Dog|National Dog|Takasago Dog|Taiwan Canis|Taiwanse Canis	Taiwan	http://akc.org/dog-breeds/taiwan-dog			http://www.fci.be/en/nomenclature/TAIWAN-DOG-348.html
Teddy Roosevelt Terrier	CB240	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=240	Teddy Roosevelt Terrier|Type B|Short-legged Rat Terrier|Bench legged Feist	United States	http://akc.org/dog-breeds/teddy-roosevelt-terrier		https://www.ukcdogs.com/teddy-roosevelt-terrier	
Thai Ridgeback	CB241	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=241	Thai Ridgeback|Thai Ridgeback	Thailand	http://akc.org/dog-breeds/thai-ridgeback		https://www.ukcdogs.com/thai-ridgeback	http://www.fci.be/en/nomenclature/THAI-RIDGEBACK-DOG-338.html
Tibetan Mastiff	CB242	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=242	Tibetan Mastiff|Tibetan Mastiff	Tibet	http://akc.org/dog-breeds/tibetan-mastiff	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Working-Dogs/Tibetan-Mastiff	https://www.ukcdogs.com/tibetan-mastiff	http://www.fci.be/en/nomenclature/TIBETAN-MASTIFF-230.html
Tibetan Spaniel	CB243	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=243	Tibetan Spaniel|Tibetan Spaniel	Tibet	http://akc.org/dog-breeds/tibetan-spaniel	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Non-Sporting-Dogs/Tibetan-Spaniel	https://www.ukcdogs.com/tibetan-spaniel	http://www.fci.be/en/nomenclature/TIBETAN-SPANIEL-231.html
Tibetan Terrier	CB244	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=244	Tibetan Terrier|Tsang Apso|Dokhi Apso	Tibet	http://akc.org/dog-breeds/tibetan-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Non-Sporting-Dogs/Tibetan-Terrier	https://www.ukcdogs.com/tibetan-terrier	http://www.fci.be/en/nomenclature/TIBETAN-TERRIER-209.html
Tornjak	CB245	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=245	Tornjak|Bosnian and Herzegovinian Shepherd Dog|Bosnian Shepherd Dog|Croatian Mountain Dog|Bosnian-Herzegovinian and Croatian Shepherd Dog (FCI)	Bosnia and Herzegovina, Croatia	http://akc.org/dog-breeds/tornjak		https://www.ukcdogs.com/tornjak	http://www.fci.be/en/nomenclature/BOSNIAN-AND-HERZEGOVINIAN-CROATIAN-SHEPHERD-DOG-355.html
Tosa	CB246	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=246	Tosa|Tosa Inu|Tosa Ken|Tosa Tōken|Japanese Fighting Dog|Japanese Mastiff|Tosa Fighting Dog|Japanese Tosa	Japan	http://akc.org/dog-breeds/tosa		https://www.ukcdogs.com/tosa-ken	http://www.fci.be/en/nomenclature/TOSA-260.html
Toy Fox Terrier	CB247	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=247	Toy Fox Terrier|American Toy Terrier|Amertoy	United States	http://akc.org/dog-breeds/toy-fox-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Toy-Dogs/Toy-Fox-Terrier	https://www.ukcdogs.com/toy-fox-terrier	
Transylvanian Hound	CB248	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=248	Transylvanian Hound|Transylvanian Hound	Hungary	http://akc.org/dog-breeds/transylvanian-hound		https://www.ukcdogs.com/transylvanian-hound	
Treeing Tennessee Brindle	CB249	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=249	Treeing Tennessee Brindle|Treeing Tennessee Brindle	United States	http://akc.org/dog-breeds/treeing-tennessee-brindle		https://www.ukcdogs.com/treeing-tennessee-brindle	
Treeing Walker Coonhound	CB250	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=250	Walker|TWC	United States	http://akc.org/dog-breeds/treeing-walker-coonhound		https://www.ukcdogs.com/treeing-walker-coonhound	
Vizsla	CB251	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=251	Vizsla|Hungarian Vizsla|Hungarian Pointer|Magyar Vizsla	Hungary	http://akc.org/dog-breeds/vizsla		https://www.ukcdogs.com/vizsla	
Weimaraner	CB252	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=252	Weim|Grey Ghost|Weimaraner Vorstehhund	Germany	http://akc.org/dog-breeds/weimaraner	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Sporting-Dogs/Weimaraner	https://www.ukcdogs.com/weimaraner	http://www.fci.be/en/nomenclature/WEIMARANER-99.html
Welsh Springer Spaniel	CB253	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=253	Welshie|Welsh Springer|Welsh Cocker Spaniel|Welsh Starter	United Kingdom (Wales)	http://akc.org/dog-breeds/welsh-springer-spaniel	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Sporting-Dogs/Spaniel-Welsh-Springer	https://www.ukcdogs.com/welsh-springer-spaniel	http://www.fci.be/en/nomenclature/WELSH-SPRINGER-SPANIEL-126.html
Welsh Terrier	CB254	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=254	Welsh Terrier|Welshie|WT	United Kingdom (Wales)	http://akc.org/dog-breeds/welsh-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Welsh-Terrier	https://www.ukcdogs.com/welsh-terrier	http://www.fci.be/en/nomenclature/WELSH-TERRIER-78.html
West Highland White Terrier	CB255	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=255	Westie (or Westy)|Poltalloch Terrier|Roseneath Terrier|White Roseneath Terrier	United Kingdom (Scotland)	http://akc.org/dog-breeds/west-highland-white-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/West-Highland-White-Terrier	https://www.ukcdogs.com/west-highland-white-terrier	http://www.fci.be/en/nomenclature/WEST-HIGHLAND-WHITE-TERRIER-85.html
Whippet	CB256	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=256	Whippet|English Whippet|Snap dog	England	http://akc.org/dog-breeds/whippet	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Whippet	https://www.ukcdogs.com/whippet	http://www.fci.be/en/nomenclature/WHIPPET-162.html
Wire Fox Terrier	CB257	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=257	Wire|Wire hair fox terrier|Wirehaired terrier|Fox terrier	United Kingdom (England)	http://akc.org/dog-breeds/wire-fox-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Fox-Terrier-Wire	https://www.ukcdogs.com/wire-fox-terrier	http://www.fci.be/en/nomenclature/FOX-TERRIER-WIRE-169.html
Wirehaired Pointing Griffon	CB258	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=258	Wirehaired Pointing Griffon|Korthals Griffon|Griffon d'arret a poil dur Korthals	Netherlands, France	http://akc.org/dog-breeds/wirehaired-pointing-griffon	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Sporting-Dogs/Griffon-Wire-Haired-Pointing	https://www.ukcdogs.com/wire-haired-pointing-griffon	http://www.fci.be/en/nomenclature/WIRE-HAIRED-POINTING-GRIFFON-KORTHALS-107.html
Wirehaired Vizsla	CB259	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=259	Wirehaired Vizsla|Drotszoru magyar vizsla|Hungarian Wirehaired Vizsla	Hungary	http://akc.org/dog-breeds/wirehaired-vizsla	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Sporting-Dogs/Vizsla-Wire-haired	https://www.ukcdogs.com/hungarian-wire-haired-vizsla	http://www.fci.be/en/nomenclature/HUNGARIAN-WIRE-HAIRED-POINTER-239.html
Working Kelpie	CB260	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=260	Working Kelpie|Working Kelpie		http://akc.org/dog-breeds/working-kelpie			
Xoloitzcuintli	CB261	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=261	Xolo|Xolito|Xoloitzcuintli|Xoloitzquintle|Xoloescuincle|Mexican Hairless Dog	Mexico	http://akc.org/dog-breeds/xoloitzcuintli		https://www.ukcdogs.com/xoloitzcuintli	http://www.fci.be/en/nomenclature/XOLOITZCUINTLE-234.html
Yorkshire Terrier	CB262	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=262	Yorkie|Yorkshire Terrier	United Kingdom (England)	http://akc.org/dog-breeds/yorkshire-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Toy-Dogs/Yorkshire-Terrier	https://www.ukcdogs.com/yorkshire-terrier	http://www.fci.be/en/nomenclature/YORKSHIRE-TERRIER-86.html
Akbash Dog	CB263	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=263	Akbash Dog|Akbaş Çoban Köpeği	Turkey			https://www.ukcdogs.com/akbash	
American Bulldog	CB264	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=264	American Bulldog|American Bulldog	United States	https://www.akc.org/dog-breeds/american-bulldog/		https://www.ukcdogs.com/american-bulldog	
American Pit Bull Terrier	CB265	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=265	American Pit Bull Terrier|Pit Bull|Pit|APBT	United States			https://www.ukcdogs.com/american-pit-bull-terrier	
Australian Kelpie	CB266	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=266	Farmer Dog|Kelpie|Barb	Australia	https://www.akc.org/dog-breeds/australian-kelpie/	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Herding-Dogs/Australian-Kelpie	https://www.ukcdogs.com/australian-kelpie	http://www.fci.be/en/nomenclature/AUSTRALIAN-KELPIE-293.html
Large Munsterlander	CB267	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=268	Large Munsterlander|Großer Münsterländer|Großer Münsterländer Vorstehhund	Germany			https://www.ukcdogs.com/large-munsterlander	http://www.fci.be/en/nomenclature/LARGE-MUNSTERLANDER-118.html
Miniature Poodle	CB268	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=270	Miniature Poodle|Miniature Poodle	France&Germany	https://www.akc.org/dog-breeds/poodle-miniature/	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Non-Sporting-Dogs/Poodle-Miniature		
Standard Poodle	CB269	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=271	Standard Poodle|Caniche Pudelhund			https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Non-Sporting-Dogs/Poodle-Standard	https://www.ukcdogs.com/standard-poodle	
Toy Poodle	CB270	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=272	Toy Poodle|Toy Poodle		http://www.akc.org/dog-breeds/poodle/	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Toy-Dogs/Poodle-Toy		
Toy Manchester Terrier	CB271	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=280	Toy Manchester Terrier|Toy Manchester Terrier	United Kingdom (England), United States	https://www.akc.org/dog-breeds/manchester-terrier-toy/	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Toy-Dogs/Toy-Manchester-Terrier		
American Cocker Spaniel	CB272	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=281	American Cocker Spaniel|Cocker Spaniel (in USA)|Cocker|Merry Cocker	United States		https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Sporting-Dogs/Spaniel-American-Cocker		http://www.fci.be/en/nomenclature/AMERICAN-COCKER-SPANIEL-167.html
Australian Stumpy Tail Cattle Dog	CB273	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=282	Stumpy|Stumpy[-]Tail|Heeler|Stumpy Tail Cattle Dog	Australia	https://www.akc.org/dog-breeds/australian-stump-tail-cattle-dog/	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Herding-Dogs/Australian-Stumpy-Tail-Cattle-Dog	https://www.ukcdogs.com/stumpy-tail-cattle-dog	http://www.fci.be/en/nomenclature/AUSTRALIAN-STUMPY-TAIL-CATTLE-DOG-351.html
Blue Picardy Spaniel	CB274	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=284	Bleu Picard|Épagneul Bleu de Picardie	France		https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Sporting-Dogs/Spaniel-Blue-Picardy	https://www.ukcdogs.com/epagneul-bleu-de-picardie	http://www.fci.be/en/nomenclature/BLUE-PICARDY-SPANIEL-106.html
Braque d’Auvergne	CB275	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=285	Braque d’Auvergne|Auvergne Pointer|Bleu d'Auvergne	France		https://www.ckc.ca/en/Breeds/Sporting-Dogs/Braque-d閳ユuvergne	https://www.ukcdogs.com/braque-d--auvergne	http://www.fci.be/en/nomenclature/AUVERGNE-POINTER-180.html
Canadian Eskimo Dog	CB276	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=287	Canadian Eskimo Dog|Qimmiq|Canadian Husky|Canadian Inuit Dog|C.familiaris borealis|Exquimaux Husky|Kingmik	Canada		https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Working-Dogs/Canadian-Eskimo-Dog	https://www.ukcdogs.com/canadian-eskimo-dog	http://www.fci.be/en/nomenclature/CANADIAN-ESKIMO-DOG-211.html
Chihuahua (Long Coat)	CB277	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=288	Chihuahua (Long Coat)|Chi	Mexico		https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Toy-Dogs/Chihuahua-Long-Coat		
Chihuahua (Short Coat)	CB278	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=289	Chihuahua (Short Coat)|Chi	Mexico		https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Toy-Dogs/Chihuahua-Short-Coat		
Gascogne Braque Français	CB279	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=290	BRAQUE FRANÇAIS - TYPE GASCOGNE|FRENCH POINTING DOG - GASCOGNE TYPE|Braque français, type Gascogne|Braque Francais, de Grande Taille	France		https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Sporting-Dogs/Braque-Francais-Gascogne	https://www.ukcdogs.com/braque-francais-de-grande-taille	http://www.fci.be/en/nomenclature/FRENCH-POINTING-DOG-GASCOGNE-TYPE-133.html
Greenland Dog	CB280	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=291	Greenland Dog|Kalaallit qimmiat (Qimmeq)|Grønlandshund|Grünlandshund|Esquimaux Dog|Canis lupus familiaris borealis	Greenland		https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Working-Dogs/Greenland-Dog	https://www.ukcdogs.com/greenland-dog	http://www.fci.be/en/nomenclature/GREENLAND-DOG-274.html
Japanese Spitz	CB281	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=292	Japanese Spitz|Japanese Spitz	Japan	https://www.akc.org/dog-breeds/japanese-spitz/	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Non-Sporting-Dogs/Japanese-Spitz	https://www.ukcdogs.com/japanese-spitz	http://www.fci.be/en/nomenclature/JAPANESE-SPITZ-262.html
Kleiner Münsterländer Vorstehund	CB282	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=293	Kleiner Münsterländer Vorstehund|Kleiner Münsterländer Vorstehund			https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Sporting-Dogs/Kleiner-Munsterlander-Vorstehund-Listed		http://www.fci.be/en/nomenclature/KLEINER-MUNSTERLANDER-102.html
Miniature American Eskimo Dog	CB283	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=294	Miniature American Eskimo Dog|Miniature American Eskimo Dog			https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Non-Sporting-Dogs/American-Eskimo-Dog-Miniature		
Miniature Long-haired Dachshund	CB284	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=295	Miniature Long-haired Dachshund|Miniature Long-haired Dachshund	Germany		https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Dachshund-Miniature-Long-haired		
Miniature Smooth-Haired Dachshund	CB285	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=296	Miniature Smooth-Haired Dachshund|Miniature Smooth-Haired Dachshund	Germany		https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Dachshund-Miniature-Smooth-Haired		
Miniature Wire-haired Dachshund	CB286	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=297	Miniature Wire-haired Dachshund|Miniature Wire-haired Dachshund	North America		https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Dachshund-Miniature-Wire-haired		
Miniature Xoloitzcuintli	CB287	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=298	Miniature Xoloitzcuintli|Miniature Xoloitzcuintli			https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Non-Sporting-Dogs/Xoloitzcuintli-Miniature		
